title;last_response;responses;views;link;categorie;date;first_post
Högskoleingenjör Datateknik KTH, bra utbildning?;2018-03-22;14;2300;https://www.flashback.org/t2551796;Utbildning och studier;2015-04-08;"Hej!

Ska söka till högskola nu innan 15 april och har fastnat mest för högskoleingenjör Datateknik. Känns på nåt sätt mer påtaglig än en Civilingenjörs utbildning som är för lång för min del och för teoretisk. Anledning till att jag funderar på Datateknik är för att jag gillar programmering och datorer, hårdvara o sånt i allmänhet och har varit ett grundläggande intresse sen tidig ålder. Går natur på gymnasiet och har skrivit 1.5 på Högskoleprovet så jag borde komma in på H-Ing. 

Jag ska bo hemma några år till och funderar därför att välja KTH i Kista. Har hört att studentlivet är sådär men är mer introvert som person som mår bra av att ha ett lugnt socialt liv och är inte mycket för olika evengemang o.s.v. Om utbildningen då, ni som gått/går programmet på KTH i kista eller annat lärosäte, hur är det? Har ni lätt fått jobb i efterhand och hur var kvalitén på undervisningen?

Tack på förhand!"
Datateknik vs Elektroteknik på Chalmers?;2018-03-19;5;323;https://www.flashback.org/t2926963;Utbildning och studier;2018-03-19;"Känner mig rejält osäker vilka av dessa program jag ska söka.

Av vad jag har läst verkar Elektro väldigt svårt och prestigefullt. Frågan är dock om elektro kan jobba med softvara eller är dom helt insatt på hårdvarudelen? Data verkar blanda ihop softvara och hårdvara och är alltså ""bredast"" val om jag förstått rätt?"
Bästa utbildningen för att blir bra på maskininlärning?;2018-03-19;2;304;https://www.flashback.org/t2927073;Utbildning och studier;2018-03-19;Jag står mellan Datateknik på KTH och Teknisk matematik på Chalmers. Båda programmen är så klart bra på sina sätt, men vilket tror ni är bäst om man vill syssla med maskininlärning och autonoma system? Målet är att forska inom maskininlärning efter master. Bryr mig inte om vilken stad som är bättre eller hur bra studentlivet är. Vill bara veta rent akademiskt.
Jobba som Webbanalytiker?;2018-03-08;1;228;https://www.flashback.org/t2924023;Utbildning och studier;2018-03-08;"Hej, jag har kollat lite på denna utbildning: http://medieinstitutet.se/webbanalytiker/

Jag tänkte höra om det finns några webbanalytiker här, eller några som har insikt i hur det är att jobba som webbanalytiker.

Hur måste man vara som person? Hur ser en arbetsdag ut? Är jobbet roligt/tråkigt?"
Teknisk fysik, Industriell ek., Datateknik (KTH) eller företagsekonomi (SU)? [/Mod.];2018-03-04;12;779;https://www.flashback.org/t2919678;Utbildning och studier;2018-02-21;"Hej! 
Jag går andra året på gymnasiet inriktning natur och är desperat. Jag vet inte vilken utbildning som passar mig bäst och behöver därför vägledning.
Teknisk fysik, Industriell ekonomi, Datateknik (allt på KTH) eller företagsekonomi + master (SU)?

Sedan jag var barn ville jag bli en känd fysiker som bidrar till samhället, men nu tvivlar jag.  Har hört att man inte behöver fysiker längre och att de får dålig betald. En doktorand tjänar approximativt 12 000 kr och det är inte mycket för en person som har pluggat stenhårt. Jag vill kunna leva gott och tjäna mycket pengar också. Dessutom så är jag inte heller så himla smart som Stephen Hawking eller alla andra kända fysiker, vilket betyder att jag inte kommer kunna bidra så jättemycket. Detta omotiverar mig för att plugga teknisk fysik och det gör mig ledsen då jag älskar fysik och matte. Därför tänkte jag starta eget företag som alternativ nummer två då jag gillar också ekonomi och min pappa är egenföretagare, men inte i Sverige.

Mina scenarier:

Scenario om jag läser till fysiker: Efter avklarat examen så tänker jag fortsätta plugga till doktorand och efter det plugga vidare tills jag dör. Jag kommer att tjäna lite men folk kommer se mig med respekt tack vare min kunskap och så. Förhoppningsvis göra en viktig upptäckt och bli känd. 

Scenario om jag planerar att bli egenföretagare: Planerar att jobba samtidig som jag pluggar för att ha en stor budget i framtiden. Tänker lära mig programmering för att skapa roliga appar som förhoppningsvis kommer ge mig extra pengar.  Allt detta under gymnasietiden. Sedan är det att välja en utbildning som förbereder inom företag och som ger mig mycket inkomst efter utbildningen. Tänker jobba mycket under ett år och spara pengarna. Låna 500 000 kr och börja starta företaget och bli rik. Helst innan jag fyller 26 år. 

Vilket scenario och utbildning är bäst? Är oerhört frustrerad. Hjälp mig.
Tack för framtida svar."
Inrikta sig mot robotik/maskininlärning/beräkningsmatematik;2018-03-03;22;1387;https://www.flashback.org/t2832142;Utbildning och studier;2017-04-18;"Ärade Flashback!

Om man är intresserad av ovanstående inriktningar, vilket civilingenjörsprogram är bäst lämpat för att förbereda en för specialisering inom dessa områden? En liten textremsa som motivering uppskattas!"
Hur blir man superbra på Matematik?;2018-02-27;14;1178;https://www.flashback.org/t2916681;Utbildning och studier;2018-02-11;"Hej 

Jag undrar om någon vet hur man blir super bra på matematik.
Jag har läst matematik a,b och c samt d. Fick vg på a,b och c samt g på d.

Det har gått 8 år sedan jag öppnade en matematik bok och om jag ska vara ärlig, så har jag glömt allt !

Tittade på en ekvationssystem och fick gå tillbaks till böckerna för att ta en snabb genomgång för att klura ut lösning.

Jag är besviken på att jag har glömt matematiken och därför söker jag en bra guide eller kurser i kronologisk ordning som gör att jag förstår avancerad matematik, och kan börja pyssla med det på fritiden och i vardagen.

Jag gillar sidan khanacademy väldigt mycket men vet inte hur jag ska studera matematik kronologiskt vis. Det går ju inte direkt att hoppa in i calculus direkt."
Datateknik på KTH, Chalmers eller LiTH?;2018-02-22;4;456;https://www.flashback.org/t2919832;Utbildning och studier;2018-02-21;"Det är snart dags att göra universitetsval och jag tänker bli civilingenjör i datateknik. Jag älskar matematik och att programmera, och vad vi kommer kunna göra med AI och maskininlärning är bland de mest glädjerika tankarna jag har. Jag tycker att det är superkul helt enkelt. Några gillar farkostteknik, andra gillar elektroteknik, jag gillar datateknik. 

Jag är mycket mer intresserad av mjukvara än hårdvara och föredrar matematik framför fysik. Nu behöver man en viss fysikalisk kunskap för att förstå datorer och dess hårdvara, men min spettskompetens vill jag ha i mjukvarauteckling, operativsystem, informationsteknologi (osv) och matematik. Säkerhet är också intressant. Hårdvara kommer man inte undan, och det är bra så. Målet är att gå en master i AI och maskininlärning eller avancerade algoritmer (eller liknande).

Skolorna och programmen jag kollar på är Datateknik på KTH, Datateknik, Mjukvaruteknik och Informationsteknologi på Linköping universitet och Informationsteknik på Chalmers. Alla är civilingenjörsprogram. Alla tre skolor är bra ingenjörsskolor men frågan är vilket program som passar mig bäst. Poängmässigt kommer jag in på alla utbildningar. Efter att ha kollat igenom kursplanerna är jag mest sugen på 1. Mjukvaruteknik på LiTH, 2. Datateknik på KTH eller LiTH och 3. Informationsteknik på LiTh eller Chalmers. 

Dela gärna med er kunskap och erfarenhet ni har om och med dessa program och vilket ni tror passar mig bäst.

Tack!"
Datateknik eller mjukvaruteknik på LiTH;2018-02-21;2;304;https://www.flashback.org/t2918755;Utbildning och studier;2018-02-17;Vilken av dessa två program är mer inriktad kring AI och maskininlärning?
Systemvetenskap eller Högskoleingenjör i Datateknik? Hjälp!;2018-02-17;5;228;https://www.flashback.org/t2918742;Utbildning och studier;2018-02-17;"Hejsan! Håller på att plugga upp lite betyg för att sedan hoppa på högskolan. Är dock lite kluven om vad jag ska plugga. Tankarna var först systemvetenskap på LiU eller GU, sedan kom tankarna om att ta ett tekniskt basår på Chalmers för att sedan läsa högskoleingenjör i datateknik. 

Min tankar går; ska jag lägga 3 år på systemvetenskap kan jag lika gärna 4 år (tekniskt basår + högskoleingenjör) på läsa till högskoleingenjör för vad jag antar har lite bättre framtidsutsikter. Men å andra sidan känns det inte som att systemvetenskap är dåligt att läsa heller efter lite research. Tanken är då att lägga till programmeringskurser.

 Vad tror ni?

Systemvetenskap eller högskoleingenjör i datateknik?

Jag vill höra era tankar!"
Klarar av matematiken men inte fysiken --- kört??;2018-02-17;11;494;https://www.flashback.org/t2918486;Utbildning och studier;2018-02-17;"Studerar ett fysik program. Klarar av att få topp betyg inom matematiken (flervariabel, envariabel, linjär algebra osv) men klarar inte ens av termodynamiken eller mekaniken som vi nu har i första året. Känns kört helt enkelt. Jag har inte förmågan att lösa problem i fysik, bara matematik. Vägrar ge upp, ska inte hoppa av. Vad kan jag göra åt det? Har misslyckat en mekanik tenta och jag förstår ingenting när jag arbetar med termodynamiken och mekaniken.

Är det en ""big deal"" att inte klara av tentor? Är det OK ifall jag klarar all matte men inte all fysik? Är det kört?

Problemet är att mina problemlösningsförmågor är underutvecklade, har varit ett problem sedan gymnasiet!"
Matematik A - Prövning;2018-02-15;13;437;https://www.flashback.org/t2547749;Utbildning och studier;2015-03-31;"Hej!

Är det någon här som erfarenhet av prövning i matematik? Min matte är inte det starkaste men tycker att jag borde klara matematik A... men känner men extremt osäker.  
Hur var prövningen?"
Teknisk fysik Linköping vs. Data KTH?;2018-02-09;2;323;https://www.flashback.org/t2915359;Utbildning och studier;2018-02-06;"Jag skulle i framtiden vilja jobba på en hedgefond som kvantitativ analytiker alternativt typ management konsult eller fondförvaltare på en bank.
Vad tror ni isf slår högst mellan teknisk fysik och elektroteknik på Linköping med en master i finansmatte eller datateknik på kth med en master i machine learning?"
Matematik 2a, b eller c för IT-utbildning?;2018-01-31;2;228;https://www.flashback.org/t2912952;Utbildning och studier;2018-01-30;"Har sökt runt men inte funnit svar på denna fråga. 

Vilken skall det vara? Tittar man på antagning.se och andra aggregat-hemsidor står det bara ""Matte 2"" vilket låter brett. 

Har för övrigt inte tänkt en specifik utbildning än, så väljer nog kursen som är mest allmän."
Söker uppgiftsblad - Matematik 2b;2018-01-26;0;76;https://www.flashback.org/t2911734;Utbildning och studier;2018-01-26;"Hallå!

Jag söker en sida eller PDF-fil som innehåller en mängd uppgifter för olika sorters formler som ingår i kursen Matematik 2b på gymnasiet. Jag tänker mig ungefär 20-40 uppgifter (fler funkar också) av varierande svårhetsgrad per formel.

Jag vet inte om formel är rätt ordval, men de formler som är aktuella är bl.a:

Andragradsekvationer
Räta linjen (y=kx+m)
Potensfunktioner
Exponentialfunktioner
Geometriska uppgifter av olika slag; vinklar, kordasatsen, trianglar m.m

Jag blir hemskt glad om någon kan tipsa mig om vart jag kan vända mig! Jag har självfallet en mattebok men den är ganska begränsad med ca 10 uppgifter per formel.

Trevlig dag/kväll/natt!"
Analys viktigt för matematisk statistik?;2018-01-17;13;931;https://www.flashback.org/t2901532;Utbildning och studier;2017-12-24;"Hej,
jag läser grundkursen i matematik på universitetet. Därefter hade jag tänkt att bygga på med åtminstone en termin av fristående kurser inom/angränsande till matematisk statistik, typ sannolikhetslära och kombinatorik. (Mitt huvudämne är ""vanlig"" statistik, men jag vill åtminstone få ett hum om den bakomliggande matten, och tycker dessutom att matte är himla kul).

Dessa kurser kräver i många fall bara att man har läst matematik I. Men kurserna ingår även i kandidatprogrammet för matematisk statistik, och då läses de efter Matematik II, som innehåller en del analys.

Jag undrar: går det bra att läsa sannolikhetslära, kombinatorik, osv på en rätt grundläggande högskolenivå, utan att ha läst mer analys än det som ingår i matematik I, eller är det en stor fördel att ha läst lite mer analys först? Är det t.ex. så att de kurserna brukar innehålla många tankegångar från analysen, eller att de helt enkelt kräver en matematisk mognad som är svår att tillskansa sig utan lite fylligare kunskaper om analys?"
Värt att gå på Högskolan i Skövde, Spelutvecklare - design?;2018-01-14;4;608;https://www.flashback.org/t2907134;Utbildning och studier;2018-01-12;"Min flickvän är mycket intresserad av att arbeta med utveckling av spel och hon landade på att studera designaspekten av det hela på HiS. Jag är väldigt glad för hennes skull att hon har funnit någonting som hon verkligen kan brinna för men det tillkommer också en oro för oss båda med detta val.

Det känns som att det finns en viss osäkerhet när man utbildar sig till detta. Yrkesrollen designer är såpass fylld av ansvar att det känns ganska osannolikt att någon skulle anlita henne direkt efter utbildningens slut. Jag har läst att det är många som startar egna företag efter sin utbildning vilket är någonting hon skulle tillsammans med sina framtida klasskompisar kunna göra men om det skulle fallera, har hon någonting att falla tillbaks på? Går det att tillämpa utbildningen till någonting annat som är mer säkert?

Är det någon här på forumet som har studerat detta och kan kommentera på hur pass mycket utbildningen faktiskt gynnar en och hur möjligheter för jobb ser ut?

Det som vi i grund och botten funderar på är om det är värt att investera sin tid in i denna utbildning."
Matematik 2b förkunskaper;2018-01-09;8;361;https://www.flashback.org/t2905733;Utbildning och studier;2018-01-08;"Hallå där!
Ska under denna VT påbörja kursen matematik 2b på komvux, där matematik 1b såklart krävs som förkunskap. Nu är jag godkänt i den kursen (som då hette matematik A) men det var säkert 10 år sedan, så jag lär inte ha dessa förkunskaper i huvudet helt och fullt. Kan man kliva på matematik 2b ändå första lektionen och vara lugn, eller är jag rökt resan från start om jag inte har benkoll på alla ekvationer från tidigare kurs?"
Hur får man studera programmering i klassrum?;2018-01-09;3;418;https://www.flashback.org/t2906012;Utbildning och studier;2018-01-08;"Har försökt komma in på olika enskilda gymnasiekurser som vuxen och antingen är kommunen svin, eller så är distanskursen skräp.
Kommunen: (det här är efter månader av tystnad, efter att man ansökt) - Kursen finns i din hemkommun. Så söker man kursen där; du har redan en utbildning (elprogrammet på gymnasiet). Det enda sättet att komma in då är att låtsas som om man måste ha kursen för att komma in på nån högskola, vilket inte känns seriöst. 

Programmering 1 på infokomp: läraren skriver ""avbrotta"" istället för ""avbryta"", är invandrare. 
Man ska göra inlämningsuppgifter, ingen beskrivning _alls_ om hur man ska göra, det finns färdiga exempel som du har källkoden till men vem fan vill lära sig från grunden på det sättet?

Forskarna är ju sjukt kritiska mot skolverket och deras korkade syn på kunskap, det går extremt långsamt att lära sig på oeffektiva metoder som distansstudier. Läraren kan inte lära dig, du kan få egna insikter i klassrummet dock. 

https://www.svt.se/nyheter/svtforum/...ch-pedagogiken

Så hur, till slut, får man privilegiet att läsa sånt här på klassrum (Stockholm)? 
(Just Prog. 1 finns ej i min hemkommun, samma skit med kommunen dock)"
Hur mycket tid spenderas på Lärosätet vid Civilingenjör/Matematiker-program?;2018-01-08;18;1368;https://www.flashback.org/t2852521;Utbildning och studier;2017-07-02;"Tjena!

Är sugen på att börja studera men vill samtidigt fortsätta jobba vidare på min nuvarande anställning under studietiden, dock kanske gå ner till 50% tjänstgöringsgrad.

Men för att veta om detta är möjligt så undrar jag hur många timmar per dag och hur många dagar i veckan man normalt behöver spendera vid Lärosätet under en Civilingenjörsutbildning eller Matematiker-kandidat. Och vilka tider på dygnet brukar detta röra sig om? Förmiddag? Eftermiddag?

Har igen tidigare erfarenhet av Högskola/Universitet och vet därför inte om detta även skiljer sig från skola till skola? Om vi tar de obligatoriska föreläsningarna/seminarium etc som man måste gå på, hur mycket tid och vilken tid på dagarna rör det som om då?

Kommer inte plugga vid något av de största Lärosätena utan det blir troligtvis Örebro, Karlstad eller Västerås. Någon som gått dessa program där och kan dela med sig av sina erfarenheter?"
Master i Data;2018-01-03;0;228;https://www.flashback.org/t2904382;Utbildning och studier;2018-01-03;"Hej!

Jag söker olika masterprogram att spana in på inom Datavetenskap/datateknik, läser i umeå för tillfället men är inte supertaggad på masterprogrammet i datavetenskap som de ebjuder.

KTHs datalogimaster ser bra ut, men söktrycket verkar vara tufft och jag tvivlar på att jag skulle ta mig in på programmet. Vilka andra bra rankade masterprogram skulle ni rekommendera?"
Statistiker - är det så lätt att få jobb som universiteten vill få oss att tro?;2018-01-03;17;1544;https://www.flashback.org/t2792665;Utbildning och studier;2016-12-16;"Hej,

Jag funderar på att läsa Statistikerprogrammet vid Umeå Universitet. Jag har testat Civilekonomi men det var ingenting för mig. Så jag undrar nu, är min framtidsplan på att ta en kandidat inom statistik och kombinera det med biomedicin ett bra alternativ för mig? Jag tycker att biomedicin är intressant och jag har hört att Umeå är en fin stad. Men är det så lätt att få jobb inom statistikeryrket som SACO/Umeå Universitet vill få mig att tro? 

Och vad kan man jobba som om jag följer mitt intresse med statistik och biokemi?"
KTH eller Chalmers? Stockholmare som ska plugga datateknik.;2017-12-28;16;1412;https://www.flashback.org/t2901957;Utbildning och studier;2017-12-25;"Hej,

jag ska snart välja vart jag vill plugga civilingenjör i datateknik. Betygsmässigt kommer jag garanterat in på Chalmers och kommer med alllra störst sannolikhet in på KTH också (så länge antagningsbetyget inte höjs med en massa). Skolorna är de två bästa ingenjörsskolor från vad jag läst och hört, och båda är internationellt igenkända skolor (KTH dock mer än Chalmers). KTH är bättre rankat i typ varje ämne.

Jag är född och uppvuxen i Stockholm och är ganska less på huvudstaden av en mängd privata anledningar + allmäna anledningar som att det är tråkigt att alltid se samma saker, bo hemma osv. Det vore otroligt skönt att flytta till en ny stad (GTB och Chalmers) och kunna bli självständig i en egen/delad bostad och kunna koncentrera sig fullt på studierna och att starta ett nytt liv där allt är annorlunda.

Det jag är rädd för med att välja Chalmers istället för KTH är att jag ger upp en bättre skola (KTH bättre ranking, svårare att komma in på, osv.) och ger upp att leva i princip kostnadsfritt då jag skulle bo kvar hemma ifall jag väljer KTH. Om jag väljer Chalmers skulle jag behöva ta lån och skulle beskuldas. Som passionerad sparare med en spara-hellre-än-spendera attityd, så slår det ett larm i skallen när jag hör lån. Nu är dessa lån förvisso billiga och inte jättefarliga.

Så frågan är: Är det en sådan skillnad mellan Chalmers och KTH (civ. ing. data) eller får jag en hyfsat likvärdig utbildning och liknande jobbmöjligheter efter studierna (position, lön). Jag tror att man kan lyckas vart man än går, men det är ett stort beslut att fatta och jag ändrar mig hela tiden. Att ta lån är också något som väger in stort för mig. Är det värt det?

Hjälp, tips, insight och erfarenheter i kommentarsfältet uppskattas massor!"
Data och systemvetenskap SU vs Hög.ing datateknik KTH Kista;2017-12-14;2;361;https://www.flashback.org/t2896965;Utbildning och studier;2017-12-08;Skulle behöver jämförelser om dessa två, vilken är bäst för olika ändamål ?
Brilliant .org (matematik/fysikkurser online) Någon som provat?;2017-11-23;3;380;https://www.flashback.org/t2892176;Utbildning och studier;2017-11-21;"Hej,

Funderar på köpa ett års abonnemang på Brilliant.org. Det är en sajt som erbjuder fullständiga kurser i matematik och fysik. Mängder av problem som kan diskuteras med andra medlemmar som också har ett konto. Problem ifrån simpla till rejält svåra. Det är lockande , man kan köpa en månad i taget men då dubbla priset. Är det någon här som har testat? Det går att logga in på alla enheter.
edit: de erbjuder även kurser i kemi ser jag nu"
Matte hjälpmedel och Exponent 2b eller Matematik 5000 2bc VUX?;2017-11-15;3;191;https://www.flashback.org/t2890219;Utbildning och studier;2017-11-14;"Jag tänkte repetera matte från gymnasiet eftersom det var 15 år sen jag pluggade och har glömt mycket. Tanken är att jag ska fortsätta vidare till matte 3 och 4.

Jag har börjat på Eductus på distans och de använder Exponent medan jag har Matte 5000.
Vilken bok är bättre? Jag har kollat igenom Matte 5000 och tycker att det inte finns bra förklaringar. Men jag har redan boken och det känns onödigt att slösa bort pengar på en till.

Och en annan fråga.
Finns det någon webbsida där jag kan få hjälp med matte? Fick för mig att flera år sen fanns en sida med filmer och annat som var till stor hjälp.
Det är så att jag har inte pluggat på många år och behöver kanske lite extra hjälp.
Helst gratis och funkar även på engelska, helst på engelska faktiskt då jag tänkte ligga vidare utomlands."
Studera matematik från början (distans);2017-11-12;4;494;https://www.flashback.org/t2887910;Utbildning och studier;2017-11-06;"Hej.

Jag har blivit mer och mer intresserad av att läsa matematik och undrar hur jag bäst går tillväga. Har redan gjort klart både gymnasiet (Matematik D) + universitet, och har ett heltidsjobb jag trivs med. Jag har därför egentligen inget särskilt syfte eller mål med att plugga matte igen utan vill göra det av rent intresse.

Har alltid ångrat mig att jag inte lade ner mer tid på det i skolan då jag tror att det hade gynnat mig stort senare i livet. Sedan upplever jag någon märklig tillfredsställelse när jag väl förstår något matematiskt knepigt som har plågat mig en längre tid.

Även om jag har läst och är godkänd på kurser Matematik A-D, så vill jag lära mig allt grunderna från början och ""på riktigt"" den här gången.

Vad rekommenderar ni? Köpa några kursböcker? Anmäla sig till någon distanskurs (kan jag anmäla mig till Komvux på distans om jag redan har godkända betyg)?

Tack på förhand."
Civ.ing inom datateknik på olika skolor?;2017-11-03;7;741;https://www.flashback.org/t2886657;Utbildning och studier;2017-11-02;"Tja! Är inne i mitt sista år på gymnasiet och har börjat fundera mycket kring vilken högskola jag ska söka till. Hade tänkt söka Civilingenjör inom datateknik, men har hört mycket om att datateknik programmet inte innebär samma typ av utbildning på olika skolor även fast det har samma namn. Det jag är intresserad av är mjukvara och programmering. Har för mig att KTH är rätt skola för dessa, men jag är tveksam om betygen håller för KTH, kommer nog landa nånstans mellan 19-20 meritvärde (inkl. meritpoäng). 

Så jag har kollat andra skolor med samma utbildning, så som Lund, Linköping och Chalmers, och jag hoppas att mitt meritvärde kommer räcka till nån av dessa skolor. Vilken stad det är spelar faktiskt inte jättestor roll för mig, jag kommer från lilla Sandviken så alla dessa städer hade vart en härlig upplevelse. Men jag har läst mycket om att vissa av utbildningarna som heter datateknik inte innebär mjukvara och programmering, men istället hårdvara. Så min fråga är helt enkelt vilka skolor av KTH, LTH, LiTH och CTH borde jag söka till om jag är intresserad i mjukvara? Och vilka är ""bäst"" att söka till, när det gäller utbildning och möjligheter efter examen?

Tack på förhand!"
Bästa böcker för gymnasiematematik?;2017-10-27;4;361;https://www.flashback.org/t2884494;Utbildning och studier;2017-10-25;"God eftermiddag.

Jag vill lära mig matematik som motsvarar matematik 1-4. Har ni några böcker eller annat material att tipsa om som slår komvux material på fingrarna?"
Är det värt att satsa på civing om man hatar matematik men gillar fysiken?;2017-10-26;12;684;https://www.flashback.org/t2884787;Utbildning och studier;2017-10-26;"Är det värt att satsa på civing om man hatar matematik men gillar fysiken? Ser på KTHs hemsida att det är ungefär 1/4 matematik på civing utbildningarna... Tänker mig - Datateknik, elektroteknik och maskinteknik?

Civing kommer dock inte vara mitt första val, bara härligt att ha alternativ."
Antagningstatistik för masterprogram?;2017-10-26;6;266;https://www.flashback.org/t2884668;Utbildning och studier;2017-10-25;"Hej jag funderar att ta kanditat på det universitetet jag pluggar på för att sedan ta master på ett annat och allt jag hittar på de masterna jag kollar på är kraven på kurser man ska ha läst innan. Men även om man har de kraven så måste det ju gå på betyg eller nått om fler än antalet platser söker? Eller är det generellt större chans att få plats på ett masterprogram än en civilingenjörsutbildning där man ändå kan ta den mastern?

jag hittar t.ex detta om en master 
""Selection for the January application round is based on merit rating (grade tariff) at three levels. If necessary, applicants within the same merit group will be selected by lot.

Group 1: High
Group 2: Good
Group 3: Low ""
detta är ju jättesvårt att översätta till betyg? jag har 3or i medelbetyg."
Vad är motsvarigheten till Matematik 5? (C/D/3b/3c...);2017-10-11;3;342;https://www.flashback.org/t2880520;Utbildning och studier;2017-10-10;Jag är lite förvirrad...
Statistik I på SU - bra val om man bara vill ha generell förståelse för statistik?;2017-09-26;16;1273;https://www.flashback.org/t2699118;Utbildning och studier;2016-03-17;"Sitter och funderar på andrahandsval inför ht om jag inte kommer in på det program jag vill (psykologprogrammet på KI).

Känner att jag gärna vill ha mer statistiska kunskaper än vad som ges vid psykologprogrammet. Dels för personlig del för att kunna förstå och vara kritisk i sammanhang där statistik förekommer. Men även för att jag är intresserad av forskning och vetenskap och där känns det viktigt med gedigen kunskap om statistik. 

Frågan är om det är för avancerat/onödigt att läsa en hel termin statistik om man inte planerar att gå vidare/jobba med det? Kursen består av Statistikens grunder 15 hp och Regressionsanalys och Undersökningsmetodik 15 hp (kan även läsas separat).

Undrar även om programvaran SAS används mycket inom forskning (hade gärna lärt mig R/SPSS/Mathlab men känner inte till SAS alls).

Egentligen vore det kanske smartast för mig att läsa 15 p på distans halvfart och jobba...
Men jag bryr mig också lite om hur det ser ut på CV:et. 15 hp i något ämne känns fjuttigt att ens skriva ut, medan 30 hp känns mycket mer rejält och relevant. Tänker att jag vill söka jobb som forskningsassistent under studieåren och då känns en termin statistik som en bra sak att peka på.

Vad säger ni? Tips på andra bra statistikkurser på distans mottages gärna!"
Kurslitteratur datavetenskap;2017-09-23;11;345;https://www.flashback.org/t2875156;Utbildning och studier;2017-09-21;tänkte söka in till Kandidatprogrammet i datavetenskap hösten 2018. Fram till dess tänkte jag värma upp lite genom att läsa lite böcker, dels av eget intresse för böcker och data. tänkte därför om det är möjligt att få fram kurslitteraturlistan från programmet eller liknande kurser/ämnen som jag kan läsa nu när jag ändå läser så pass mycket. någon som vet vart det går att få fram eller vet på rak arm bra böcker inom ämnet? har googlat med icke hittat
Plugga till Apputvecklare/Webutvecklare via onlinekurser på distans?;2017-09-21;2;247;https://www.flashback.org/t2875064;Utbildning och studier;2017-09-21;"Hej!

Jobbat inom industrin rätt länge men söker nu jobb sedan ett tag.

Har dock senaste tiden blivit nyfiken på både apputveckling och webutveckling, och skulle vilja läsa något av det genom onlinekurser på distans, och under tiden samtidigt kunna jobba heltid när mitt jobbsökande ger mig ett jobb. Tanken är sedan att söka ett jobb inom apputveckling eller webutveckling (front-end är det som jag lutar åt mest inom detta).

Frågan är då, hur tungt väger en online-utbildning inom exempelvis apputveckling när man söker ett jobb om vi antar att jag verkligen lär mig och inte bara försöker glida igenom allt?  Till exempel denna från Udemy: https://www.udemy.com/complete-ios-11-developer-course/

Är det någon här som läst liknande kurser/program och var det bra? Gav det dig jobb efteråt?
Har du själv anställt någon som bara har onlineutbildning bakom sig?

Apputvecklare eller Front-end utvecklare? :-/

Vad är era tankar?
Mycket tacksam för alla svar"
Hur kan man bäst lära sig högskolematematik inför tenta? [Rubrik ändrad /Mod];2017-09-18;10;570;https://www.flashback.org/t2874012;Utbildning och studier;2017-09-17;"Har precis börjat plugga till civilingenjör och är drygt 27 år gammal. Det var alltså ett bra tag sen man var helt vaken på sinus, tangens och derivatan av 1/roten ur sinx2 och allt vad det är. Jag är så jävla rädd. 

Hur klarar jag kursen envariabelanalys på bästa sätt? mitt mål är att bara klara av kursen med ett E, är inte ute efter prestige. Är inne på en tredje veckan nu och är helt lost efter absolutbelopp. 

Vi började gå igenom derivatan och jag kan lätt förstå härledningen av derivatan, men kan inte förstå kedjeregeln, produktregeln, kvotregeln osv. Nu har vi börjat med ODE och jag får ont i magen. Samtidigt har jag en kurskamrat som kontrollerar mig varje dag hur mycket jag har läst av någon anledning. 

Har ni tips på bra sidor på nätet? Vi har ju den här calculus-boken, men alla säger att skippa den då tentan har mycket svårare uppgifter. FAN DÅ!!!"
Ni ingenjörsstudenter, är matematiken svår?;2017-09-17;33;4466;https://www.flashback.org/t2873863;Utbildning och studier;2017-09-17;"Ni ingenjörsstudenter, är matematiken svår? Tror ni alla vita svenskar klarar av matematiken om man lägger ner sin själ på att förstå allt i matematiken både på gymnasienivå och universitetsnivå? Handen på hjärtat.

Edit: Långt ifrån alla har Matematik E."
Teknisk matematik (kandidat+master) & teknisk matematik (civilingenjör) - Skillnad?;2017-09-17;6;589;https://www.flashback.org/t2873147;Utbildning och studier;2017-09-14;"Hejsan Flashback!

Jag undrar vad skillnaderna är mellan Teknisk Matematik (kandidat + master) på MDH jämfört med Teknisk Matematik (civilingenjör) på Chalmers eller LTH.

Tack på förhand!"
Flerdimisionell analys;2017-09-08;2;304;https://www.flashback.org/t2871383;Utbildning och studier;2017-09-08;"Ej obligatorisk på mitt program.

Rekommenderas den om man gillade Integraler och analysen?
Jag gillade Integraler, mactaylorutvecklingar osv, diffekvationer.

Är flerdimmen på mycket högre nivå så kanske jag skippar den.
Jag har enklare kurser jag kan gå istället.

men är lite intresserad av det. Så vad har ni att säga om den?
Som sagt gillade analysen, den endimisionella"
