title;last_response;responses;views;link;categorie;date;first_post
IT/Data - KY/YH - Hjälp Mig Hitta Utbildning;2010-03-30;3;799;https://www.flashback.org/t1158430;Utbildning och studier;2010-03-29;"Välkommen!!  

Jag är lite intresserad av IT/Data utbildningar (ej univ & högskola) och undrar vissa grejer.

Har hittat 2 intressanta utbildningar och undrar om ngn kan dela med sig erfarenheter angående dessa två utbildingar.
IT Management - KYHSystem och nätverkstekniker Windows - NackademinEller kanske ni kan andra liknande utbildningar i sthlm att rekommendera?

Har förstört 2 år av mitt liv och vill inte fortsätta i den riktningen, så jag hoppas ngn kan leda mig från A till B."
Bästa utbildningen för att bli organisationsutvecklare?;2010-03-28;3;1058;https://www.flashback.org/t1140909;Utbildning och studier;2010-03-06;Vilken är den bästa för att bli organisationsutvecklare? Vilket program och vilket lärosäte kan tänkas vara lämpligt? Någon med erfarenhet från området får gärna dela med sig av sina erfarenheter. Jag tänker mig att personal - och arbetslivsprogrammet är ganska relevant. Finns det någon annan utveckling i Sverige som kan tänkas passa?
KY - programmerare;2010-03-27;12;1961;https://www.flashback.org/t1156140;Utbildning och studier;2010-03-26;"Hej,

jag ska söka till KY/YH nu, men är rätt osäker på vad jag vill läsa. Det finns en del utbildningar inom programmering, som: Applikationsutveckling, Avancerad Flashprogrammerare, Certifierad Systemutvecklare, Mobil medieutveckling, Programutveckling .NET, Systemtekniker i Mekatronik, Systemutvecklare med .NET, Systemutveckling med JAVA. Det finns säkert mer.

Har någon här läst programmering på KY/YH? Hur goda är chanserna till ett jobb efter en av dessa utbildningar? Lär man sig mycket? Vilken verkar bäst/ser ljustast ut/har bäst framtid?"
Antagningsstatistik till universitet;2010-03-23;5;758;https://www.flashback.org/t1152643;Utbildning och studier;2010-03-22;Letar efter en specifik sida jag har problem att hitta. De hade en väldigt smidig sökmotor där man kunde se hur många som sökt olika utbildningar och hur många som blivit antagna i respektive ansökningskvot. Det är ej VHS hemsida jag syftar på. Om någon vet vilken det är vore det grymt!
(Diskret) matematik på distans;2010-03-22;0;313;https://www.flashback.org/t1152951;Utbildning och studier;2010-03-22;Är det någon som vet var man enklast klarar mattekurserna på distans? Är intresserad mest av diskret matematik och linjär algebra.
Komplettera med Matematik C;2010-03-19;6;1314;https://www.flashback.org/t893846;Utbildning och studier;2009-04-15;"Har precis lyckats slutföra mina gamla gymnasiebetyg, tyvärr inte hunnit läsa Matematik C som krävs för att söka sig in till olika kurser och program i ekonomi. 

Min plan är nu att anmäla mig trots bristande behörighet och studera Matematik C distans via Liber Hermods - skulle gå på några veckor om jag skärpte mig. 

Sedan skickar jag bara upp allt till Antagningen i Strömssund. Sista kompletteringsdag: 18 juni *.

Är denna variant möjlig?"
iPhone-programmering (KY/YH) Finns det?;2010-03-17;2;771;https://www.flashback.org/t1149490;Utbildning och studier;2010-03-17;"Hej.

För några dagar sen läste jag i tidningen om KY/YH utbildningar och olika kurser man kunde välja, sen bland allt där stod det också ""nytt för iår"" - iphone-programmering/android-programmering.

De stod såklart inte vilken skola, kurs eller var man kunde hitta detta.
Sen hade de mässa inne i stan här i Göteborg, var där med tidningen och visade dom och letade runt bland alla KY/YH folk som stod där.

Till svar på frågan var dessa kurser jag skulle läsa enligt dom;

Systemutvecklare .NET
Webbproduktion

Och ingen av dessa stämmer såklart, allt för att lura i sig folk i kurser verka de göra.

Så min fråga är, vilken kurs/utbildning ska man ta om man ska i slutänden bli programmerare för t.ex iphone?

Tack."
Tekniskt basår sedan Civ. Datateknik - LIU eller KTH?;2010-03-17;13;1940;https://www.flashback.org/t1148965;Utbildning och studier;2010-03-16;"Hej alla på Flashback, jag har länge varit en lurker, hållt mig i skuggorna och kollat in på lite intressanta inlägg var som när. Nu är det så att jag snart slutar mitt nuvarande jobb för att gå tillbaka till studier, jag har jobbat de senare åren som animatör men har känt allt eftersom att jag nog trots allt är lite mer tekniskt lagd, jag har kommit i kontakt med scripting bl.a. då jag jobbat med karaktärsriggar och dylikt. Då jag bara har en Gymnasieutbildning så har jag nu bestämt mig för att satsa på Civilingenjör Datateknik. Innan jag stressar på för fort så ligger jag faktiskt efter när det gäller behörigheterna, så Tekniskt Basår är min första anhalt!

Jag bor för tillfället i Malmö men ska flytta tillbaka till familjen i Nyköping, jag har fått tillåtelse att snålåka på dem i alla fall ett år tills jag stabiliserat mig i min framtida studiestad.  För att undvika att detta inlägg blir en novell så går jag nu rakt på sak! Jag har Kungliga Tekniska Högskolan och Linköpings Universitet att välja mellan men jag har några punkter som sliter mig mellan valen.
Efter flera år i Malmö så är jag nu relativt less på att bo i betongdjungeln. Även då jag har vistats i Stockholm tidigare så känner jag att det kanske är en lite för stor stad att bo i, inte att förglömma väldigt dyrt. Detta drar mig till Linköping.Däremot så har jag en vän som studerat just Datateknik på KTH, denna person rekommenderar starkt gång på gång att jag ska försöka studera i Stockholm. Jag känner att min vän vill mitt bästa men jag känner att jag inte riktigt kan ta ett beslut på hans rekommendationer exklusivt. Hans råd drar mig mot Stockholm.Jag vet inte om detta är rykte eller sant, men det sägs att om man studerar Tekniskt Basår så får man lite som en fribiljett till vissa Civilingenjörsutbildningar på samma Universitet/Högskola om man söker året därefter. Detta gör mig ytterligare osäker på vart jag ska läsa då jag måste ta rätt beslut nu. Kan någon bekräfta detta?För mig är det väldigt viktigt att livet utanför studierna ska kännas bra. Jag är väldigt positiv till mer naturnära städer, jag har aldrig personligen varit i Linköping men om det är snarlika miljöer som Nyköping/Norrköping så känns det som ett bättre alternativ. Har läst lite andra trådar på forumet om Linköping, det kanske är det bättre valet trots allt?Det känns viktigt för mig att jag läser basåret i rätt ort om jag nu planerar att vistas 5-6 år där, det är därför jag gärna vill välja rätt redan nu.
Jag har precis skickat in mina slutbetyg till Antagningen i Strömsund, om jag inte räknat helt galet så ska jag ha ca 16.0~ i snitt. Jag har inte gjort Högskoleprovet, vilket sätter mig lite bakom. Det bekymrar mig att jag kanske inte kan ta mig in för att jag inte hann med det i år. Vad tror ni om detta?

TL;DR-version
Jag har sökt till Tekniskt Basår för att satsa på Civilingenjör Datateknik, dock så är jag splittrad mellan Stockholm (KTH) och Linköping (LIU). Vännen som gått på KTH rekommenderar starkt att jag ska gå där men jag vill gärna gå i en mindre stad. Jag har läst lite jämförelser men kan ändå inte bestämma mig, hjälp hade jag varit väldigt tacksam för! Ska jag prioritera upp Linköping eller KTH för mitt basår?

Min Search-fu är väldigt dålig, vilket är ironiskt med tanke på att jag kallar mig tekniskt lagd.  Jag hoppas att denna tråd inte bryter mot något eller sätter mig i dåligt ljus och jag är innerligt tacksam för alla svar. Tack på förhand!"
Hur plocka ihop utbildning bioinformatik/data ?;2010-03-15;9;855;https://www.flashback.org/t1144380;Utbildning och studier;2010-03-10;"Tänkte slå ihop en liten kandidat av några distanskurser men får inte riktigt ihop det helt. 
Första frågan är om det är minst 180 hp eller endast 180 hp som gäller? Får man ta ut en kandidat (filosofi förmodar jag) med t.ex 230hp? 

Nästa fråga gäller var det finns några bra distankurser inom biologi. Så här ser vad jag har tänkt mig hittils: 
67.5 hp Datateknik från Mittuniversitetet. Kommer inte in på deras sida nu så kan inte ge länkar.



			Spoiler
			



		Datateknik GR (A), Datavetenskaplig introduktionskurs, 7,5 hp
Datateknik GR (A), Databaser, introduktion, 7,5 hp 
Datateknik GR (A), Datornätverk, 7,5 hp
Datateknik GR (A), Introduktion till programmering i C++, 7,5 hp
Datateknik GR (A), Objektbaserad programmering i C++, 7,5 hp
Datateknik GR (A), Operativsystem introduktionskurs, 7,5 hp
Datateknik GR (B), Databaser, modellering och implementering, 7,5 hp
Datateknik GR (B), Objektorienterad programmering i C++, 7,5 hp
Datateknik GR (B), Systemprogrammering i Unix/Linux, 7,5 hp 
	


Bioinformatik från Skövde 52.5 hp  



			Spoiler
			



Examensarbete bioinformatik 15hp
Bioinformatik - strukturmodeller A1N 7,5 hp
Bioinformatiska koncept och metoder A1F 7,5 hp
Bioinformatiska algoritmer A1F 7,5 hp
Bioinformatisk analys med Perl G1N 7,5 hp
Bioinformatik - distans 
Genuttrycksanalys med R A1N 7,5 hp



Här kommer några av mina problem:
1- Examensarbete inom bioinformatik verkar kräva kurser som jag inte kan hitta på deras sida, iaf inte som fristående. Samma sak med examensarbete men det borde ju gå att prata runt iom att det som saknas är procedurprogrammering i Perl och OO programmering för bioinformatiker, jag kommer ju ha 3 c++ kurser och en del datateknik. 

2- Kursen Bioinformatiska koncept och metoder kräver 60 hp inom biologi/biomedicin/bioinformatik vilket fixar sig men även 15 hp på C nivå vilket inget av kurserna uppfyller. Därför tänkte jag fylla i med lite biologi kurser, hittade evolution  men denna kräver i sin tur 60 hp biologi innan. 

3- Ska försöka flytta till stockholm till Vårterminen och tänkte därför ta följande två kurser:  Organismernas mångfald och fylogeni  och Cell och molekylärbiologi  vilket ger mig 30 hp biologi men samtidigt har jag inget kvar vettigt  vare sig på karlstad distans eller någon annanstans jag letade. Att tvingas ta 30 hp i total meningslösa kurser känns bara så fel. Och majoriteten av distanskurser verkar antingen handla om det som jag kommer gå igenom i Stockholm eller om växtfysiologi.

Så jag skulle behöva lite hjälp med att hitta något bra högskola som har distansutbildningar inom biologi eller kanske tips på något annat som jag kan ta istället för just biologi så jag uppfyller 60hp biologi/biomedicin/bioinformatik + 15hp på C nivån. Hur ser förövrigt denna kandidat ut, kommer ha den vid sidan om en annan naturvetenskaplig utbildning."
Datavetenskap på GU - Status;2010-03-09;2;714;https://www.flashback.org/t1143307;Utbildning och studier;2010-03-09;"Har datavetenskap utbildningen på GU stor status ute hos landets företag? Funderar på att gå där nu efter min basutbildning i Borås och sedan välja till Interaktiv Simulation och Spelutveckling.

Någon som vet vilka betyg som krävs för att komma in förresten? Högskoleprovet är uträknat då jag inte någon månad hade råd att anmäla mig då mina studiemedel har varit i högsta grad slut efter mat och räkningar, har kvar mitt halv taskiga resultat sen något år tillbaka också, tvekar dock på att det kommer räcka någonstans."
Datateknik utan tidigare erfarenhet?;2010-03-05;3;585;https://www.flashback.org/t1139851;Utbildning och studier;2010-03-05;"Jag funderar lite hur det fungerar om man börjar läsa t.ex. datateknik utan tidigare erfarenhet av programmering, är det möjligt? Jag tycker ju att rent logiskt ska det ju gå eftersom om man t.ex. läser väg och vatten behöver man ju ingen större förkunskap i byggprocessen. 

Så hur är det upplagt på landets tekniska högskolor på programmet i datateknik? Läser man några grundläggande kurser i början i programmering eller förutsätter de att man redan kan det? Och är det svårt att hänga med om man inte har ""nördat"" ner sig i ämnet redan innan?"
Forberedande kurs i Matematik;2010-03-02;14;888;https://www.flashback.org/t1137365;Utbildning och studier;2010-03-01;"Tjena!

Tankte ta en kurs i forberedande matematik pa distans i sommar, bara for att halla hjarnan i trim sa att saga. Laste igenom kursbeskrivningen och det verkar som att det ar gymnasiematten som repeteras. Nagon som har erfarenhet av dessa kurser?"
Tekniska utbildningar som är mer hårdvaruinriktade och mindre matte/programmering?;2010-02-27;4;578;https://www.flashback.org/t1135473;Utbildning och studier;2010-02-27;"Jag har ett tag varit inne på ingenjör och läser just nu en distanskurs i Matte C för att förbereda lite inför basåret och känna på matte igen eftersom det var ett tag sen jag gick på gymnasiet. Men jag tror fan att jag skippar detta, jag tycker det är sjukt tråkigt. Visst distansläsning är svårare och tråkigare(speciellt matte) men jag känner att ingenjör blir bara för mycket. 

Men det jag är mest intresserad av är ändå teknik; mobiltelefoner, datorer, nätverk m.m. så något mer hårdvaruinriktat skulle passa bra tror jag. Jag läste El/Data/Nätverk på gymnasiet vilket inte har gett mig någonting, de flesta jobb tillsätter nätverkstekniker internt i första hand, resten vill ha flera års erfarenhet och/eller certifieringar. Detta gör att jag drar mig lite från att söka något nätverksprogram, men kanske KY med LIA skulle vara något för att få in en fot på något företag? Eller ett lite mer avancerat där man får de certifiering som ofta krävs. 

Jag skulle även gärna skriva om teknik, manualer till prylar, recensioner osv. Jobba på M3 är ju en våt dröm  Men antar att en journalist eller annan skrivutbildning är främst meriterande då, och säkert även en tekniskt utbildning?

Ös gärna på med tips på program som ni tror kan vara intressant, jag får panik av alla olika val."
Teknisk fysik vs teknisk matematik;2010-02-26;5;1080;https://www.flashback.org/t1133442;Utbildning och studier;2010-02-24;Vilket av dessa civ.ing. utbildningar slår högst? Funderar mest på områden som management, marknadsföring och försäljning?
Datateknik eller datorsäkerhet?;2010-02-26;4;624;https://www.flashback.org/t1133817;Utbildning och studier;2010-02-25;"Sitter och funderar lite över civilingenjörsutbildningarna i datateknik respektive datorsäkerhet. 
Hur stor är skillnaden mellan de två utbildningarna? Vad jag har förståt efter att ha läst 
om utbildningarna är att datateknik handlar mer om hårdvara än vad datasäkerhet gör. 

Efter att jag har gått klart i skolan vill jag inte sitta och pilla ihop moderkort, men jag vill inte 
heller sitta på en utbildning som har tagit mig 5 år att genomföra och som visar sig vara helt 
värdelös (det måste finnas någon förklaring till att det endast är bth som erbjuder en utbildning 
i datorsäkerhet). 
Kanske är det informationsteknik på kth som är min grej?"
Statistik tidigare gymnasieprogram;2010-02-26;4;356;https://www.flashback.org/t1134747;Utbildning och studier;2010-02-26;"Finns det någon statistik på vad de olika högskolelinjernas tidigare studenter gått för program i gymnasiet?

Om man exempelvis kan kolla hur många från bygg som sökt till handels osv. Skulle vara oerhört kul att veta isf."
KTH eller LTH - Datateknik;2010-02-21;4;1763;https://www.flashback.org/t1105702;Utbildning och studier;2010-01-20;"Aloha!
Det är snart dags för mig att välja inför framtida studier på högskola/universitet och jag har några funderingar.

Som det ser ut nu lutar det åt en Civilingenjörsutbildning (alternativt en Högskoleingenjör + master?). Inriktningen jag har tänkt mig är Datateknik och undrar om det finns några här som gått just datateknik på KTH eller LuTH som kan hjälpa mig i valet.

Jag bor själv ca 40min tågresa från KTH med familjen, men jag kommer troligtvis inte bo här under hela studietiden om jag börjar på KTH. 

Att bo relativt nära skolan redan nu är ju en fördel med just KTH, samtidigt som jag inte alls skulle ha något emot att flytta till Lund och leva ""studentlivet"" där.

Vad tror ni om de båda skolorna (mer specifikt, programmen D: KTH eller D: LTH)? Är den ena bättre än den andra?

Är det ""värt det"" att flytta hemifrån, ta studielån och hitta en 1:a att bo i under de närmaste 5 åren, när man redan har en bra (hur bra?) skola relativt nära?

Tack på förhand."
Inriktningen: Civilingenjörsutb i datateknik(KTH), vad pluggar man?;2010-02-18;10;882;https://www.flashback.org/t1128235;Utbildning och studier;2010-02-18;"Jag går nu i tvåan (har gått om ett år) och har börjar kika på några linjer inför framtiden. Jag vill helst hålla på något med datateknik. Så vad är det man pluggar inom den här linjen?
Civilingenjörsutb i datateknik

Vad kan man bli efter?"
Datateknik vs Elektroteknik KTH;2010-02-13;10;1600;https://www.flashback.org/t1124195;Utbildning och studier;2010-02-13;"Jag har bestämt mig för att studera på KTH, men valet av utbildning är svårare.
Det känns som att en civilingenjörsutbildning är rätt val men ska jag välja 
Datateknik eller Elektroteknik?

Vad är egentligen skillnaden? och
Vilka slags jobb leder de två utbildningarna till, är det någon skillnad i lön mellan de två?
Upplys mig. Tack."
Matematik studietid;2010-02-10;6;837;https://www.flashback.org/t1120959;Utbildning och studier;2010-02-09;"Jag funderar på att läsa matematikmaster på Chalmers. Jag har inte haft den där naturliga ""enkelheten"" för matematik som jag har haft för vissa andra ämnen, men är beredd att lägga ned mycket tid. Ni som läser matematikutbildningar idag, hur mycket tid lägger ni ned per dag? Tycker ni att det är roligt och enkelt att sätta sig med böckerna eller tar det emot ibland? Krävs det att man har matematik som huvudsakligt intresse och hobby?"
Databas för gymnasiebetyg?;2010-02-07;3;929;https://www.flashback.org/t1119771;Utbildning och studier;2010-02-07;"Hej!

Jag är född 90 och hoppade av gymnasiet i 2an, praktiserade efter det... fick hem ett papper med samlade betyg som jag nu verkar ha slarvat bort. Ja, jag skäms.

Kan man på något sätt få ett nytt hemskickat? Eller sparar dem inte sådant? (Vore iofs jävligt korkat, imo.) Jag har verkligen vänt upp och ned på mitt rum och hittar inget...

Tack på förhand."
Datateknik vs. Dataingenjör;2010-02-06;0;545;https://www.flashback.org/t1118956;Utbildning och studier;2010-02-06;"Har ett dilemma ang. vilken av linjerna datateknik¹ & dataingenjör² som jag ska välja, den första utexaminerar civilingenjörer medan den andra är en högskoleingenjörsutbildning. Dilemmat är att jag önskar komma ut och få ett arbete och inte stanna kvar alltför längre inom utbildningsväsendet då detta troligen inte kommer se allt för gått ut hos arbetsgivarna. Så frågan är om det är möjligt att utbilda sig till högskoleingejör och sedan om det faller en i smaken efter några års arbetslivserfarenhet vidare utbilda sig med en magisterexamen. Sedan kommer frågan om vad som är skillnaden mellan arbetsuppgifterna. Håller högskoleingejörsutbildningen någon kvalité eller bör den undvikas? Är en kandidatexamen internationellt gångbar i t.ex. EU? 


¹ http://www.chalmers.se/sections/vill...knik_180_200_p

² http://www.chalmers.se/sections/vill...knik_120_poang"
Matematik H;2010-02-06;8;1205;https://www.flashback.org/t1118057;Utbildning och studier;2010-02-05;"Funderar på att välja en kurs som heter ""Matte H"" som individuellt val i gymnasiet. Är det värt  om jag läser kurs E och Diskret? Går den igenom något som inte dessa gör? Valet står nämligen mellan Matte H och (Programmering C + Fysik Breddning). Vilket får jag ut mest av tror ni?"
Programmering A, B och C;2010-02-05;3;501;https://www.flashback.org/t1118306;Utbildning och studier;2010-02-05;"Funderar på att läsa programmering i gymnasiet. Men min fråga är om dessa kurser krävs att man har läst på något program på universitetet/högskola. T.ex. som Fysik B krävs ju på många program efter gymnasiet. Enligt min fysiklärare så är inte programmeringskurserna ""krävande""(kommer inte ihåg ordet). Om de inte är krävande på några program på universitetet/högskola så skippar jag att läsa dessa kurser.

Har googlat men hittade inget."
Var studera ren matematik?;2010-02-02;33;3548;https://www.flashback.org/t1112767;Utbildning och studier;2010-01-29;"Jag går ut gymnasiet nu i vår och planerar att studera ren matematik. Min förhoppning är att kunna göra en forskarkarriär i ämnet. 

Då jag har släkt i Uppsala och gillar staden har jag alltid föreställt mig att jag kommer att läsa där, men i princip varje gång jag berättat det för klasskamrater o. dyl har de genast undrat varför jag inte ska studera vid KTH/Chalmers/Stockholms Universitet istället, då de är så mycket ""bättre"". Jag har inte så stor koll på det hela och tror egentligen inte att de har det heller, men kan inte låta att undra... Kan någon som är insatt ge mig något råd?

En relaterad fråga som jag också funderar över är hur begåvad man egentligen måste vara för att ""lyckas"" som forskare i matematik. Jag har inte direkt några ambitioner om att vinna Fieldspriset eller så, men det vore trevligt att åstadkomma NÅGOT vettigt, är det för mycket att hoppas på som vanlig dödlig?"
Kultur och datavetenskap, går det ihop?;2010-01-28;2;246;https://www.flashback.org/t1111789;Utbildning och studier;2010-01-28;Jag tänkte börja läsa datavetenskap i höst, men till saken hör att jag är väldigt intresserad av film, konst o s v och hade hellre läst något sådant istället om arbetsmarknaden hade sett lite annorlunda ut. Därför funderar jag på om det finns något område där de två ämnena möts. När kan man behöva en datavetare inom kulturen?
Antagningsstatistik JMK;2010-01-24;6;1335;https://www.flashback.org/t835267;Utbildning och studier;2009-01-26;"Hejsan 

Jag undrar om någon vet vad det var för antagningsgräns för kursen Journalistikvetenskap, 60 hp vid Jmk (stockholms universitet) HT08.
Jag har letat men hittar den inte."
Kan en högskolekurs väga upp för en gymnasiekurs? (matematik);2010-01-23;12;679;https://www.flashback.org/t1107538;Utbildning och studier;2010-01-22;"Läste till matematik D på gymnasiet så jag saknar fysik B kemi A och matematik E.
Läser just nu ett program och bland annat kursen diskret matematik inom datateknik, men vet inte om utbildningen jag läser är riktigt rätt för mig.

Om jag skulle ändra mig och vilja läsa någon civ.ing linje, skulle jag då behöva läsa kemi A, fysik B och matematik E?"
Matematik B viktigt?;2010-01-18;42;3701;https://www.flashback.org/t926101;Utbildning och studier;2009-05-28;hej, jag undrar om det är möjligt att gå ut gymnasiet om man läser Samhälle ekonomi utan att ha klarat av Matematik B ? får man sitt diplom eller blir det av till komvux efter gymnasiet? och aldrig något gymnasiediplom?
Civilingenjör i Datateknik@LiU;2009-12-26;7;1403;https://www.flashback.org/t1032622;Utbildning och studier;2009-10-18;"Hej!
Jag läser just nu ett tekniskt bassår vid en annan ort, och funderar på att söka till linköping nästa år och börja plugga där. Så min fråga är, hur svårt är det att komma in på civilingenjör programmet där? Då mina gymnasie betyg e ganska mediokra, (G i det mesta, med 6-7 VG). Är det kört att komma in på Datateknik programmet med mina betyg, och enda ev chansen är att få ett jävligt bra resultat på högskole provet?

MVH
Mazuka"
Högskoleingenjör: Datateknik eller järnvägsteknik;2009-12-25;2;799;https://www.flashback.org/t1084784;Utbildning och studier;2009-12-25;"Ärade flashbackare!

Mitt mål är att börja läsa till högskoleingenjör HT 2011. Eftersom jag är samhällsvetare så kommer jag gå ett tekniskt basår med start HT 2010.

Jag har spanat in två inriktningar som jag i dagsläget tycker verkar intressanta och skulle passa mig. Den ena inom datateknik och den andra inom järnvägsteknik. Båda sägs skrika efter utbildat folk. Fördelen att välja datateknik är att arbetsmarknaden, möjligtvis, blir lite bredare. IT och dess teknik finns ju idag på vilket jäkla företag som helst.

Intresset för IT, datorer och teknik har alltid funnits där. Någon järnvägsentusiast ala Stig-Helmer har jag aldrig varit, men att få vara med och påverka ett samhälles utbyggnad, infrastruktur och järnväg låter förbaskat spännande! 

Att jobba som ingenjör inom järnvägsteknik är helt klart mer nischat. Men med tanke på alla pensionsavgångar, speciellt inom byggingenjörssvängen känns det som att det lär inte vara något problem att finna jobb.
Sverige och övriga EU satsar ju nu mycket på klimat och miljöförbättringar, bl.a. inom järnvägen.

Någon här som har läst/läser någon av dessa utbildningar?
- Vilken inriktning kan ge flest utvecklingsmöjligher?
- Lönenivåer datateknik/järnvägsteknik?

Högskoleingenjör - byggteknik- järnvägsteknik
http://www.jarnvagsteknik.hbg.lth.se/?id=7938

Högskoleingenjör - datateknik
http://www.datateknik.hbg.lth.se/"
Stor skillnad på system- och webbutvecklare?;2009-12-23;0;180;https://www.flashback.org/t1083698;Utbildning och studier;2009-12-23;"Är intresserad av båda delarna och letar efter lämplig utbildning nästa höst.
Kan man läsa en av utbildningarna men ändå kunna jobba med både system som webbutveckling?

Jag tänker mest på programmeringsbiten, inte så mkt åt designhållet (inom webbutveckling). Känns som att det finns ett ganska stort antal som redan jobbar med design inom webb, men färre som utvecklare/programmerare."
Webbprogrammerare - Linnéuniversitetet;2009-12-20;0;739;https://www.flashback.org/t1081706;Utbildning och studier;2009-12-20;"Någon som har kommit i kontakt med detta program?
Den går både på distans som på plats i Kalmar. Är på 2 år. Finns möjlighet att läsa ett tredje år och ta ut en kandidat.
http://lnu.se/utbildning/program/NGWEC

Finns även en sajt för lärare och studenter på programmet. Och givetvis för de som är intresserade av att gå utbildningen.
http://www.webbprogrammerare.se/

Som jag fattat det är finns det en hel del som jobbar som webbdesigners, men färre som jobbar som webbutvecklare/webbprogrammerare. Programmet tar upp båda delarna. Man läser bland annat kurser inom:

(X)HTML
CSS
JavaScript
ActionScript
PHP
ASP.NET
C#
Databaser

Under påbyggnadsåret kan man tydligen välja lite fritt, t.ex kurser inom:

Ruby on Rails
Silverlight
Adobe Air
Django
Wave
3D för webben

Som lekman inom ämnet ser utbildningen ganska så gedigen ut. Dessutom tror jag att sammanslagningen av Kalmar Högskola och Växjö Universitet, som blir Linnéuniversitetet kan bli något bra."
Matematik i ekonomi!;2009-12-13;33;1799;https://www.flashback.org/t1073017;Utbildning och studier;2009-12-09;"Hej allesammans. Jag ska börja läsa Entreprenörielt Företagande 120hp på grundnivå nu i vår. En av kurserna är Ekonomistyrning grund. Där tar man upp budget, kalkylering, räkegenskaper etc inom småföretag.

Frågan till er är, hur mycket matematik kan det vara? Är kass på matematik och därför undrar jag? Är det i klass med typ linjär algebra så får jag ta mig en funderare om det är värt att gå denna utbildning? I övrigt är det kurser inom marknadsföring, dialog osv vilket är intressant."
Fysik B och matematik E på komvux?;2009-12-10;9;1410;https://www.flashback.org/t1073854;Utbildning och studier;2009-12-10;"Hej hej, hur snabbt kan man läsa fysik B och matematik E som snabbast på komvux?
Eftersom min chans att komma in på bastermin i antagningsbesked 2 är ytterst liten, så behöver jag komplettera dessa ämnen på komvux."
Receptarie vs Biomedicinsk-analytiker;2009-12-09;0;603;https://www.flashback.org/t1073024;Utbildning och studier;2009-12-09;"Jag läser nu Biomedicinskanalytiker-programmet och tycker att det är satan så svårt. Det har inte gått bra på tentorna. Det är fruktansvärt invecklat och jag undrar om receptarieprogrammet är lika tufft?

Vad tror ni?"
Datainriktning på Elprogrammet;2009-12-08;19;1338;https://www.flashback.org/t860078;Utbildning och studier;2009-02-28;"Jag går på gymnasiet, elprogrammet tredje året med datainriktning. Börjar få lite ångest...
Eftersom det är väldigt svårt att få jobb efter utbildningen. Jag vet de folk som har tagit studenten med denna inriktning. Och dom gör ingenting nu. Men nu är det ju varslingstid, kan ju bero lite på det. 
Jag vet att halva klassen som tog studenten förra året skall utbilda sig till väktare? Datautbildning = Väktare?

#1
Finns det något man kan göra något vettigt efter denna utbildning?
Meka med datorer, komplett eller något liknande är intressant. 
#2
Studera data efteråt är ochså intressant. Kanske 2 eller 3 år. Läsa till Systemarkitekt, IT tekniker eller webbutvecklare.

Kurser som jag läser: 
Datorkommunikation 
Persondatorer 
Webbdesign 

Ellära B
Elkompetens A 
Mikroprocessorsteknik A 
Digitalteknik B
Ytmontering
Operativsystem
Programmering A
Programmering B 
Lokala nätverk A 
Lokala nätverk B

#3
Om 4 veckor ska jag skaffa en praktikplats. Finns det några förslag? Jag bor nära Göteborg.

Uppskattar alla svar"
Betygdatabasen SUGER!!;2009-12-02;2;688;https://www.flashback.org/t1067847;Utbildning och studier;2009-12-02;"eller det finns ingen man måste ringa runt till varje jävla liten skola man har pluggat i be om att få sina betyg skickade med posten som vi lever i 1800talet och sedan posta dom till databasen. varför går inte alla betyg direkt till databasen JO för det skulle va för logiskt och det fungerar inte.

va e de för skitsystem?"
Informationsteknik vs datavetenskap;2009-12-02;7;1836;https://www.flashback.org/t1062563;Utbildning och studier;2009-11-25;"Hejsan!

Jag behöver tips och råd angående dessa program,

http://www.kth.se/utbildning/program...ng/2.548/2.697

&

http://dsv.su.se/utbildning/program/...nskap/innehall


Datavenskap verkar ha tillräckligt med programmeringskurser men innehåller väldigt lite i Matematik. Eftersom programmering & matematik är bra gemensamt så känns det väldigt lågt dock för den utbildningen - eller?..

Informations- och kommunikationsteknik, som ni ser, innehåller många matematiska kurser, den utbildningen är också praktiskt enligt vad som står. Men tyvärr så har den inte många programmeringskurser.

OK, så det jag vill att min utbildning ska ge mig är allt för att kunna bli en hyfsat bra programmerare. Inte så att jag skulle överdrivet vilja sitta och programmera saker för Boeing, SAAB och Robotar. Men helst vilja jobba som programmerare på något känt it företag m.m. och börja utveckla system både som stora och små. 

Vad tycker ni jag ska välja? Är det så att matematiken är väsentlig när det kommer till programmering? Eller ska det vara mycket programmering & mindre matematik? Jag har ingen aning, behöver eran hjälp!

Tack allesammans!

p.s. Är bara behörig för att gå dessa program."
Studera fysik - arbeta med data?;2009-11-30;6;564;https://www.flashback.org/t1065389;Utbildning och studier;2009-11-29;"Läser precis i SCB:s rapport om arbetsmarknaden de närmaste 20 åren. En utbildning som det väntas bli brist på är fysiker. De skriver att många fysiker arbetar som systemerare och programmerare. Jag undrar hur det går ihop.

Hur ser utbildningen till fysiker ut? Hur kommer det sig att fysiker i stor mån jobbar med data?"
Systemutvecklare / systemvetare;2009-11-26;9;740;https://www.flashback.org/t1062836;Utbildning och studier;2009-11-26;"Någon som har lite bra länkar till bra skolar som inriktar sig på mycket programmering?

KY / universitet / högskolor, ska vara tillgängligt för studielån så kurser som kostar pengar o distans kurser slopas.



Mvh"
